id,song_name,artist,genre,album,year,popularity,cover_image,spotify_url,mood,language,region,region_group,youtube_url,source,lyrics,history,song_key,artist_key,feature_text
6804,Big Men - Chapter 3,"R Nait, Gurlez Akhtar",punjabi,Big Men - Chapter 3,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b273df574d12906733d17df51ad4,https://open.spotify.com/track/2Gz1W4urkGIDOxAdbVP6Lm,,Punjabi,Punjab,Punjab,,spotify_india,,,big men chapter 3,r nait gurlez akhtar,"song Big Men - Chapter 3 artist R Nait, Gurlez Akhtar genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6805,Your Eyes,"Talwiinder, 30KEY!",punjabi,Your Eyes,2022.0,48.0,https://i.scdn.co/image/ab67616d0000b2737b459886671d97ef9255a58b,https://open.spotify.com/track/61BlGSnbsC7BNPGNRHOLa1,,Punjabi,Punjab,Punjab,,spotify_india,,,your eyes,talwiinder 30key,"song Your Eyes artist Talwiinder, 30KEY! genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6806,Void,Diljit Dosanjh,punjabi,MoonChild Era,2021.0,49.0,https://i.scdn.co/image/ab67616d0000b273ef759d4ae310020a06939e99,https://open.spotify.com/track/6jJ75TzzADszxOwKyJbyAl,,Punjabi,Punjab,Punjab,,spotify_india,,,void,diljit dosanjh,song Void artist Diljit Dosanjh genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6807,2 Raflaan (feat. Gurlej Akhtar),"Mankirt Aulakh, Gurlez Akhtar",punjabi,2 Raflaan (feat. Gurlej Akhtar),2021.0,46.0,https://i.scdn.co/image/ab67616d0000b273ffedfefda796911729038be8,https://open.spotify.com/track/76TcsS8szd8ZQjwnz78xg9,,Punjabi,Punjab,Punjab,,spotify_india,,,2 raflaan feat gurlej akhtar,mankirt aulakh gurlez akhtar,"song 2 Raflaan (feat. Gurlej Akhtar) artist Mankirt Aulakh, Gurlez Akhtar genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6808,8 Raflaan (feat. Gurlez Akhtar),"Mankirt Aulakh, Gurlez Akhtar",punjabi,8 Raflaan (feat. Gurlez Akhtar),2021.0,46.0,https://i.scdn.co/image/ab67616d0000b27323dbff2329555b9628c10d0c,https://open.spotify.com/track/7vUfIIQiH3K3J5tmN46HE5,,Punjabi,Punjab,Punjab,,spotify_india,,,8 raflaan feat gurlez akhtar,mankirt aulakh gurlez akhtar,"song 8 Raflaan (feat. Gurlez Akhtar) artist Mankirt Aulakh, Gurlez Akhtar genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6809,Raat Chandni,Babbu Maan,punjabi,Saaun Di Jhadi,2001.0,46.0,https://i.scdn.co/image/ab67616d0000b2739ccf1759d3a0afaf047544bc,https://open.spotify.com/track/6qJAvuFfEYcLofKmnYj7SP,,Punjabi,Punjab,Punjab,,spotify_india,,,raat chandni,babbu maan,song Raat Chandni artist Babbu Maan genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6810,Lachi Wargi Naar,"Deep Bajwa, Gurlez Akhtar",punjabi,Lachi Wargi Naar,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b2737c5fb281e285c83726ba98a9,https://open.spotify.com/track/3YBuS789aDX08RbDv0FgGU,,Punjabi,Punjab,Punjab,,spotify_india,,,lachi wargi naar,deep bajwa gurlez akhtar,"song Lachi Wargi Naar artist Deep Bajwa, Gurlez Akhtar genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6811,Main Hawa Mein Hu,"Maninder Buttar, Emiway Bantai",punjabi,Main Hawa Mein Hu,2024.0,45.0,https://i.scdn.co/image/ab67616d0000b273209a28bba30ed0d3956b2269,https://open.spotify.com/track/1y80LDw4jNgs5X8o1pSXOY,,Punjabi,Punjab,Punjab,,spotify_india,,,main hawa mein hu,maninder buttar emiway bantai,"song Main Hawa Mein Hu artist Maninder Buttar, Emiway Bantai genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6812,Clockin,"NIJJAR, Deep Jandu",punjabi,Clockin,2023.0,47.0,https://i.scdn.co/image/ab67616d0000b2736b3736de38d00c3d4328ea52,https://open.spotify.com/track/41P540FctQvKXvGLMDQTBd,,Punjabi,Punjab,Punjab,,spotify_india,,,clockin,nijjar deep jandu,"song Clockin artist NIJJAR, Deep Jandu genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6813,Meri Aashiquii,"Balraj, G Guri",punjabi,Meri Aashiquii,2018.0,45.0,https://i.scdn.co/image/ab67616d0000b2739f3a3c31e397ffbd9772ed03,https://open.spotify.com/track/63Pxlqwk0uxFCAiEo7zBvx,,Punjabi,Punjab,Punjab,,spotify_india,,,meri aashiquii,balraj g guri,"song Meri Aashiquii artist Balraj, G Guri genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6814,Touch Wood,Babbu Maan,punjabi,Saaun Di Jhadi,2001.0,46.0,https://i.scdn.co/image/ab67616d0000b2739ccf1759d3a0afaf047544bc,https://open.spotify.com/track/6PkkH8hgXQLp0Es0wBPFLy,,Punjabi,Punjab,Punjab,,spotify_india,,,touch wood,babbu maan,song Touch Wood artist Babbu Maan genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6815,Circle,Shooter Kahlon,punjabi,Circle,2024.0,47.0,https://i.scdn.co/image/ab67616d0000b273b6491d9b7d8ae63414f879e0,https://open.spotify.com/track/0iDrcBnb9K93F8mU1gBiOF,,Punjabi,Punjab,Punjab,,spotify_india,,,circle,shooter kahlon,song Circle artist Shooter Kahlon genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6816,Shama Paiya,Arjan Dhillon,punjabi,Awara,2021.0,46.0,https://i.scdn.co/image/ab67616d0000b273096943c8431a1b1b0bf91f64,https://open.spotify.com/track/4xF2gGqbBlfvjpsv4zxWuY,,Punjabi,Punjab,Punjab,,spotify_india,,,shama paiya,arjan dhillon,song Shama Paiya artist Arjan Dhillon genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6817,Main Tere Bin,"Gurshabad, Ysoblue",punjabi,Deewana 2,2023.0,46.0,https://i.scdn.co/image/ab67616d0000b273224116ba5f66619b92650927,https://open.spotify.com/track/2HTCEMYX61xOHp9xBj1FBy,,Punjabi,Punjab,Punjab,,spotify_india,,,main tere bin,gurshabad ysoblue,"song Main Tere Bin artist Gurshabad, Ysoblue genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6818,"Parche - ""From Shooter""",Karaj Randhawa,punjabi,"Parche (""From Shooter"")",2022.0,45.0,https://i.scdn.co/image/ab67616d0000b2736cd8ec5f9341d8a22f04ce17,https://open.spotify.com/track/2UTviJ2dSyDWeTtDUbjBLp,,Punjabi,Punjab,Punjab,,spotify_india,,,parche from shooter,karaj randhawa,"song Parche - ""From Shooter"" artist Karaj Randhawa genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6819,Chobbar,NIJJAR,punjabi,Chobbar,2022.0,47.0,https://i.scdn.co/image/ab67616d0000b27326325525e4e73137d3483ede,https://open.spotify.com/track/1h2gq4OqVkZbUlLudKt85L,,Punjabi,Punjab,Punjab,,spotify_india,,,chobbar,nijjar,song Chobbar artist NIJJAR genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6820,Ishqbazian,"Balraj, G Guri",punjabi,Ishqbazian,2018.0,45.0,https://i.scdn.co/image/ab67616d0000b2735bc06b70d73dd1b599a3ebdb,https://open.spotify.com/track/0pOptN92ywjocrieUIptFu,,Punjabi,Punjab,Punjab,,spotify_india,,,ishqbazian,balraj g guri,"song Ishqbazian artist Balraj, G Guri genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6821,Kitaab,Surjit Bhullar,punjabi,Mausam,2014.0,46.0,https://i.scdn.co/image/ab67616d0000b27319fdff543a8be15467d5eb66,https://open.spotify.com/track/19UPs3ejcpuI6KTdL6tPy1,,Punjabi,Punjab,Punjab,,spotify_india,,,kitaab,surjit bhullar,song Kitaab artist Surjit Bhullar genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6822,Hello,Nirvair Pannu,punjabi,Hello,2021.0,46.0,https://i.scdn.co/image/ab67616d0000b27300c5bec76528113714793b71,https://open.spotify.com/track/14TtpYFT2Bvsk7xsVnfk2W,,Punjabi,Punjab,Punjab,,spotify_india,,,hello,nirvair pannu,song Hello artist Nirvair Pannu genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6823,Chithiyaan,Karan Aujla,punjabi,Chithiyaan,2020.0,45.0,https://i.scdn.co/image/ab67616d0000b27331f3ba2059a8469495780188,https://open.spotify.com/track/7HRvfjNicVkQnohrpOvjjL,,Punjabi,Punjab,Punjab,,spotify_india,,,chithiyaan,karan aujla,song Chithiyaan artist Karan Aujla genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6824,2 Number,"Bilal Saeed, Dr Zeus, Amrinder Gill, Young Fateh",punjabi,Twelve,2012.0,47.0,https://i.scdn.co/image/ab67616d0000b273d5491175518155fa856a948c,https://open.spotify.com/track/6gMab3hSZu5ZikM0wt4YTf,,Punjabi,Punjab,Punjab,,spotify_india,,,2 number,bilal saeed dr zeus amrinder gill young fateh,"song 2 Number artist Bilal Saeed, Dr Zeus, Amrinder Gill, Young Fateh genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6825,Don't Care,"R Nait, Korala Maan",punjabi,Don't Care,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b27317f52e8e14fff57e378ae0d2,https://open.spotify.com/track/1hSWz5AZ36WjQMgFOir0By,,Punjabi,Punjab,Punjab,,spotify_india,,,dont care,r nait korala maan,"song Don't Care artist R Nait, Korala Maan genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6826,5 Goliyan,Saabi Bhinder,punjabi,5 Goliyan,2020.0,46.0,https://i.scdn.co/image/ab67616d0000b2738867cd1fdf97dd2c22e01b00,https://open.spotify.com/track/1It1OZbS54EzkZz60db68J,,Punjabi,Punjab,Punjab,,spotify_india,,,5 goliyan,saabi bhinder,song 5 Goliyan artist Saabi Bhinder genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6827,WHERE ABOUTS,"Nawab, Jesann",punjabi,WHERE ABOUTS,2023.0,46.0,https://i.scdn.co/image/ab67616d0000b27363f09f24f91331d89660d75b,https://open.spotify.com/track/2DDGcdntZgtHsCzECXnxEJ,,Punjabi,Punjab,Punjab,,spotify_india,,,where abouts,nawab jesann,"song WHERE ABOUTS artist Nawab, Jesann genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6828,Sweet Flower (feat. Syra),"AP Dhillon, Syra",punjabi,The Brownprint,2024.0,48.0,https://i.scdn.co/image/ab67616d0000b27310ab3f7ae5fd77a23c6a7322,https://open.spotify.com/track/3AfwO9WWwJq59erFbKebdM,,Punjabi,Punjab,Punjab,,spotify_india,,,sweet flower feat syra,ap dhillon syra,"song Sweet Flower (feat. Syra) artist AP Dhillon, Syra genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6829,"Do U Know (From ""Khel Khel Mein"")","Diljit Dosanjh, Tanishk Bagchi, Jaani, B Praak",punjabi,"Do U Know (From ""Khel Khel Mein"")",2024.0,46.0,https://i.scdn.co/image/ab67616d0000b273c64ea77947e3ef368798ffeb,https://open.spotify.com/track/2rWPmIFTC3VJLMTVeNb5AM,,Punjabi,Punjab,Punjab,,spotify_india,,,do u know from khel khel mein,diljit dosanjh tanishk bagchi jaani b praak,"song Do U Know (From ""Khel Khel Mein"") artist Diljit Dosanjh, Tanishk Bagchi, Jaani, B Praak genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6830,Ikk Kudi - Reprised Version,"Amit Trivedi, Diljit Dosanjh",punjabi,Udta Punjab (Original Motion Picture Soundtrack),2016.0,46.0,https://i.scdn.co/image/ab67616d0000b273ae6d60a0e2e11cf61fa5aa57,https://open.spotify.com/track/1yRWqz5zqESRBQGdCukNnz,,Punjabi,Punjab,Punjab,,spotify_india,,,ikk kudi reprised version,amit trivedi diljit dosanjh,"song Ikk Kudi - Reprised Version artist Amit Trivedi, Diljit Dosanjh genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6831,No Soul There,Prem Dhillon,punjabi,Archives,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b273aa437537ed650f9095df8c7e,https://open.spotify.com/track/4hYWMhSGXayoAibsbWG664,,Punjabi,Punjab,Punjab,,spotify_india,,,no soul there,prem dhillon,song No Soul There artist Prem Dhillon genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6832,One Touch,"Garry Sandhu, Roach Killa",punjabi,One Touch,2016.0,47.0,https://i.scdn.co/image/ab67616d0000b273a8559811abe40e65fc226c13,https://open.spotify.com/track/0IeGazWVkbmTjDzH3HDIsn,,Punjabi,Punjab,Punjab,,spotify_india,,,one touch,garry sandhu roach killa,"song One Touch artist Garry Sandhu, Roach Killa genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6833,Raat Di Gedi,"Diljit Dosanjh, Jatinder Shah",punjabi,Raat Di Gedi,2017.0,45.0,https://i.scdn.co/image/ab67616d0000b27312b5d6d08cd4fc2a5d8f6727,https://open.spotify.com/track/0rXRBxYh5OFjXLRVnqisao,,Punjabi,Punjab,Punjab,,spotify_india,,,raat di gedi,diljit dosanjh jatinder shah,"song Raat Di Gedi artist Diljit Dosanjh, Jatinder Shah genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6834,Fully Loaded,"Tegi Pannu, Manni Sandhu",punjabi,Fully Loaded,2021.0,49.0,https://i.scdn.co/image/ab67616d0000b2738886be75f015def8466ee2d7,https://open.spotify.com/track/5zUPoHkgqAr1XwTMNzNtGs,,Punjabi,Punjab,Punjab,,spotify_india,,,fully loaded,tegi pannu manni sandhu,"song Fully Loaded artist Tegi Pannu, Manni Sandhu genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6835,Danabaad,Arjan Dhillon,punjabi,Awara,2021.0,46.0,https://i.scdn.co/image/ab67616d0000b273096943c8431a1b1b0bf91f64,https://open.spotify.com/track/0bIYsb4AMIQQUvKepMXbAC,,Punjabi,Punjab,Punjab,,spotify_india,,,danabaad,arjan dhillon,song Danabaad artist Arjan Dhillon genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6836,Dilawara,"The PropheC, Ezu",punjabi,Midnight Paradise,2023.0,48.0,https://i.scdn.co/image/ab67616d0000b273593f385ed535be167e6d6606,https://open.spotify.com/track/22ImzDk2S0dz9MbsOuHjdy,,Punjabi,Punjab,Punjab,,spotify_india,,,dilawara,the prophec ezu,"song Dilawara artist The PropheC, Ezu genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6837,Chann Diggeya,Saabi Bhinder,punjabi,Chann Diggeya,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b27357545c6273a78c2eac0359f5,https://open.spotify.com/track/5EypzUfBoxXyDyzIRBzjEW,,Punjabi,Punjab,Punjab,,spotify_india,,,chann diggeya,saabi bhinder,song Chann Diggeya artist Saabi Bhinder genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6838,Hoops,Diljit Dosanjh,punjabi,MoonChild Era,2021.0,47.0,https://i.scdn.co/image/ab67616d0000b273ef759d4ae310020a06939e99,https://open.spotify.com/track/6yAwGkkTU4q4vkgufzOVXH,,Punjabi,Punjab,Punjab,,spotify_india,,,hoops,diljit dosanjh,song Hoops artist Diljit Dosanjh genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6839,DEAD ZONE,"Gulab Sidhu, Jay Dee",punjabi,DEAD ZONE,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b2732002fb23d77c262458b7c6a9,https://open.spotify.com/track/5RTQ7QLKmUyWMl0jdPJzhp,,Punjabi,Punjab,Punjab,,spotify_india,,,dead zone,gulab sidhu jay dee,"song DEAD ZONE artist Gulab Sidhu, Jay Dee genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6840,10 Mint,Siippyy Gill,punjabi,Dus Mint,2014.0,45.0,https://i.scdn.co/image/ab67616d0000b273b011e25ed391bfb86e386beb,https://open.spotify.com/track/1UvBALIHK64KmpnPtEg1DZ,,Punjabi,Punjab,Punjab,,spotify_india,,,10 mint,siippyy gill,song 10 Mint artist Siippyy Gill genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6841,Kalli Ho Gai,Jass Manak,punjabi,Age 19,2019.0,45.0,https://i.scdn.co/image/ab67616d0000b27350c2ca843ea883d55bf170ea,https://open.spotify.com/track/5favrGYxTcuOf2uJDoFlbw,,Punjabi,Punjab,Punjab,,spotify_india,,,kalli ho gai,jass manak,song Kalli Ho Gai artist Jass Manak genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6842,Photo,Singga,punjabi,Photo,2019.0,45.0,https://i.scdn.co/image/ab67616d0000b273c733da49c7722df3cc6d4501,https://open.spotify.com/track/3v6a43VROJNCWoJXTCprLu,,Punjabi,Punjab,Punjab,,spotify_india,,,photo,singga,song Photo artist Singga genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6843,Meter,"Shooter Kahlon, Guri Lahoria, Shevv",punjabi,Meter,2024.0,46.0,https://i.scdn.co/image/ab67616d0000b27395e3ff921e9867c4c423b4fc,https://open.spotify.com/track/3JRgcVZVuDVWanB4Nwje1Y,,Punjabi,Punjab,Punjab,,spotify_india,,,meter,shooter kahlon guri lahoria shevv,"song Meter artist Shooter Kahlon, Guri Lahoria, Shevv genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6844,Gal Ni Bani,Jordan Sandhu,punjabi,Gal Ni Bani,2022.0,45.0,https://i.scdn.co/image/ab67616d0000b273a42aa14b6de8d1b9278adff5,https://open.spotify.com/track/14yIcx0HA4RTKkndUvHlda,,Punjabi,Punjab,Punjab,,spotify_india,,,gal ni bani,jordan sandhu,song Gal Ni Bani artist Jordan Sandhu genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6845,DAMN.,Cheema Y,punjabi,DAMN.,2021.0,47.0,https://i.scdn.co/image/ab67616d0000b27384c1328652ce6ea00bb1341d,https://open.spotify.com/track/6RW8IahlsKxOQDPvBEhxh3,,Punjabi,Punjab,Punjab,,spotify_india,,,damn,cheema y,song DAMN. artist Cheema Y genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6846,Meri Zindgi Bana Ja,Sharry Mann,punjabi,Ishq Garaari,2013.0,46.0,https://i.scdn.co/image/ab67616d0000b27309b450cfe70e0aebc62c5d88,https://open.spotify.com/track/6vycawVdpq4LnwMGpnelVY,,Punjabi,Punjab,Punjab,,spotify_india,,,meri zindgi bana ja,sharry mann,song Meri Zindgi Bana Ja artist Sharry Mann genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6847,Mere Dil Wich,Babbu Maan,punjabi,Pyass,2005.0,45.0,https://i.scdn.co/image/ab67616d0000b2736f90fdfd06639c05a91418b2,https://open.spotify.com/track/727QVWaQWFihE2TVhSh6BI,,Punjabi,Punjab,Punjab,,spotify_india,,,mere dil wich,babbu maan,song Mere Dil Wich artist Babbu Maan genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6848,Bekadraa,"Siippyy Gill, Desi Routz",punjabi,Bekadraa,2017.0,45.0,https://i.scdn.co/image/ab67616d0000b2736f41ff9940cef33ab3b3284a,https://open.spotify.com/track/7zquw5cPoEbTQIHU5jnWD8,,Punjabi,Punjab,Punjab,,spotify_india,,,bekadraa,siippyy gill desi routz,"song Bekadraa artist Siippyy Gill, Desi Routz genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6849,Pent Straight,"Gurnam Bhullar, Kaptaan, Desi Crew",punjabi,Majestic Lane,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b2734772c4485cfc6715e0e542f3,https://open.spotify.com/track/6pprRG4zENBwRbIbsGHWRM,,Punjabi,Punjab,Punjab,,spotify_india,,,pent straight,gurnam bhullar kaptaan desi crew,"song Pent Straight artist Gurnam Bhullar, Kaptaan, Desi Crew genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6850,Nah They Can't,Prem Dhillon,punjabi,No Lookin' Back,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b273f3198b0c2c323dc9f8f8b25c,https://open.spotify.com/track/5RXc1cmSNl3DSRThl2Ii4W,,Punjabi,Punjab,Punjab,,spotify_india,,,nah they cant,prem dhillon,song Nah They Can't artist Prem Dhillon genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6851,Me and My Girlfriend,Sidhu Moose Wala,punjabi,Moosetape,2021.0,47.0,https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae,https://open.spotify.com/track/1cQQk3EyZsWrbIzRBz68P9,,Punjabi,Punjab,Punjab,,spotify_india,,,me and my girlfriend,sidhu moose wala,song Me and My Girlfriend artist Sidhu Moose Wala genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6852,Ghora 2,Benny Dhaliwal,punjabi,Ghora 2,2013.0,45.0,https://i.scdn.co/image/ab67616d0000b273c5e9a47b44a4b63a822c075a,https://open.spotify.com/track/0AdS4soLdypeFEjJ8Z3kzv,,Punjabi,Punjab,Punjab,,spotify_india,,,ghora 2,benny dhaliwal,song Ghora 2 artist Benny Dhaliwal genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6853,Bacha,Prabh Gill,punjabi,Bacha,2016.0,45.0,https://i.scdn.co/image/ab67616d0000b2734d6a9b5e6f54999d2e2892d4,https://open.spotify.com/track/17ElchRiDVSnGyeiLIzZne,,Punjabi,Punjab,Punjab,,spotify_india,,,bacha,prabh gill,song Bacha artist Prabh Gill genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6854,Whiskey,Diljit Dosanjh,punjabi,G.O.A.T.,2020.0,47.0,https://i.scdn.co/image/ab67616d0000b273e62ca3548e739bd85eebbbc9,https://open.spotify.com/track/2EU4dEMDrPS1hwLSxk6PZ7,,Punjabi,Punjab,Punjab,,spotify_india,,,whiskey,diljit dosanjh,song Whiskey artist Diljit Dosanjh genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6855,"She Don't Know (From ""She Don't Know"")","Millind Gaba, Dhrruv Yogi",punjabi,"She Don't Know (From ""Blessed"")",2019.0,45.0,https://i.scdn.co/image/ab67616d0000b273a483970d389bf8cb342af0bb,https://open.spotify.com/track/23dCPIMivfUQwUPSeDSUPc,,Punjabi,Punjab,Punjab,,spotify_india,,,she dont know from she dont know,millind gaba dhrruv yogi,"song She Don't Know (From ""She Don't Know"") artist Millind Gaba, Dhrruv Yogi genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6856,Combination,"Amrit Maan, Dr Zeus",punjabi,Combination,2019.0,46.0,https://i.scdn.co/image/ab67616d0000b273089f823b7c0dfe9bdaf9d8ff,https://open.spotify.com/track/5hhscVSGTqaxKv6IFxeqyl,,Punjabi,Punjab,Punjab,,spotify_india,,,combination,amrit maan dr zeus,"song Combination artist Amrit Maan, Dr Zeus genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6857,"Zindagi Di Paudi (From ""Blessed"")","Millind Gaba, Music Mg",punjabi,"Zindagi Di Paudi (From ""Blessed"")",2019.0,45.0,https://i.scdn.co/image/ab67616d0000b273b0a9b60d99f2f7c36c8e0fdc,https://open.spotify.com/track/5HZ7sLkQU5PRYZEkQKG145,,Punjabi,Punjab,Punjab,,spotify_india,,,zindagi di paudi from blessed,millind gaba music mg,"song Zindagi Di Paudi (From ""Blessed"") artist Millind Gaba, Music Mg genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6858,Yaad,"Jassa Dhillon, Prodgk",punjabi,Yaad,2022.0,47.0,https://i.scdn.co/image/ab67616d0000b273d9a6b9d6a8e0d71e451dc2b9,https://open.spotify.com/track/0CTLV9Fr5CEkvhqmBjvEIU,,Punjabi,Punjab,Punjab,,spotify_india,,,yaad,jassa dhillon prodgk,"song Yaad artist Jassa Dhillon, Prodgk genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6859,Jail,Navaan Sandhu,punjabi,Naveezy,2023.0,46.0,https://i.scdn.co/image/ab67616d0000b273b2a5ca0f09e3a230a3b6b687,https://open.spotify.com/track/3GqvCPECYIcL4nV88jYGyT,,Punjabi,Punjab,Punjab,,spotify_india,,,jail,navaan sandhu,song Jail artist Navaan Sandhu genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6860,Kidan Dian Gallan,HUSTINDER,punjabi,Sadiyan Gallan 2,2023.0,46.0,https://i.scdn.co/image/ab67616d0000b273ae574d1a4e29e8eb397656e7,https://open.spotify.com/track/0bn4Lx4AOek9kRyZm5Qy9Z,,Punjabi,Punjab,Punjab,,spotify_india,,,kidan dian gallan,hustinder,song Kidan Dian Gallan artist HUSTINDER genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6861,Mitti De Tibbe,Kaka,punjabi,Mitti De Tibbe,2022.0,44.0,https://i.scdn.co/image/ab67616d0000b273040c9820ea9f571f9e73f891,https://open.spotify.com/track/0X7g825ekNNiCWWV7queDr,,Punjabi,Punjab,Punjab,,spotify_india,,,mitti de tibbe,kaka,song Mitti De Tibbe artist Kaka genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history 
6862,Mood Swings,"Tegi Pannu, Manni Sandhu",punjabi,Disturbing the Peace,2022.0,48.0,https://i.scdn.co/image/ab67616d0000b273e66e658e6be76cc947104cde,https://open.spotify.com/track/30m1Wyp7zzpOYsBqvM7gYM,,Punjabi,Punjab,Punjab,,spotify_india,,,mood swings,tegi pannu manni sandhu,"song Mood Swings artist Tegi Pannu, Manni Sandhu genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6863,Exit,"Harkirat Sangha, Starboy X",punjabi,Exit,2024.0,48.0,https://i.scdn.co/image/ab67616d0000b27364546407b8f6f04d25fe2756,https://open.spotify.com/track/1rhBHySj7oks0rO9XZ5G9u,,Punjabi,Punjab,Punjab,,spotify_india,,,exit,harkirat sangha starboy x,"song Exit artist Harkirat Sangha, Starboy X genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6864,Big Scene,"Diljit Dosanjh, Snappy, Rav Hanjra",punjabi,Con.Fi.Den.Tial,2018.0,46.0,https://i.scdn.co/image/ab67616d0000b2732bc0c6cddd387218c8f6db64,https://open.spotify.com/track/0yYikBy6sQAI3n6QbQPYw5,,Punjabi,Punjab,Punjab,,spotify_india,,,big scene,diljit dosanjh snappy rav hanjra,"song Big Scene artist Diljit Dosanjh, Snappy, Rav Hanjra genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6865,If I Die,"Guri Lahoria, Devilo",punjabi,If I Die,2022.0,45.0,https://i.scdn.co/image/ab67616d0000b273e19b8fe2bc5e5705105a57ec,https://open.spotify.com/track/6Hz3tNl55T31nuoX5NKybR,,Punjabi,Punjab,Punjab,,spotify_india,,,if i die,guri lahoria devilo,"song If I Die artist Guri Lahoria, Devilo genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
6866,Rajdhani,"Gulab Sidhu, Gur Sidhu, Gurlez Akhtar",punjabi,Rajdhani,2022.0,46.0,https://i.scdn.co/image/ab67616d0000b273bff0da075785b7ee742e7051,https://open.spotify.com/track/6J3BkdJkEGxfJMfuSh8ULO,,Punjabi,Punjab,Punjab,,spotify_india,,,rajdhani,gulab sidhu gur sidhu gurlez akhtar,"song Rajdhani artist Gulab Sidhu, Gur Sidhu, Gurlez Akhtar genre punjabi language Punjabi region Punjab region_group Punjab lyrics  history "
